,Text,Label
58,"Ve.

\ 7a

“er

QI ry

ao”

“GN

“NON

XN xt

“s

SN

Na

oO

4S

« *2

een.

>

Se

~

“. .

ah

NMED STATES OF AME

RICA

* PABEBPORT CARD «

ke h

Ss

1%

Passnoern Card no. *&

= s Nationality

-

€03005988

<a

Surname

hte

TRAVELER

Given Names

EXEMPLAR

Woes

wr a

ve

‘ HAPPY

M

1 JAN 1981

Place

NEW YOR

estoy

Sto

‘a

OV 201i

rd

a

ane

Tee Dera

sein

¥-

‘Se

Teta,

Ugy,

”
",1
59,"Vere

> BS

Os

NY

“~~

NON

tas

wy

~~ aN

8

~ A *

wo,

*%

& o>

me

~

Ny CAA een

ee

~ See

aN

“

~ &}

“

.

Ur.

STATES OF AMIE RICA

>

~

,SSPOAT CARD

a” *

eae

bassnom Laid no

x

Nataly

CG%005988

V

$

USA

&

Surname

‘s

TRAVELER

Given varres

EXEMPLAR

HAPPY

¢

'

Sex

Cate of eth

fa

M

1 JAN 1981

Piace of Bit

ais

‘yt

ype

NEW YORK. US A

Eames on

z

ad

29 NOV 2019

soopee®

""36 NOV 2009

102781 ¢

a

.

\ yeeens @@aTSe OP

AATMENT OF STATE

oy

A

me a> . i.
",1
60,"ie]

are

ats]

F6

F5

iw

&

a

6

sITEY pass”

+O

eS

B-

BET

Ss

Att Gr

Res,

oy

as

4

a

rons

,

ny)

we

aight

3 aXe

Nes

sy

Bry

Any

""y

‘

HES | intron,

or aT

nee

we?

Ns

meh?

a

324

ys

et

rh

sos

3

ae

wet

a

or

ed

ow

ANY)
",1
61,"7,

. fy

ley

is

—&*

Se

~

~*>

SONS

7 ~

aN.

™

a

Aye

~8

os

os

Saas

YM

“My,

“

££.

>

at

en.

~~

se

lms

~~

ye Bb

we

ie,

ta

SS

Be

._/

_y

sont STATES OF ‘AMERICA

*xRPasePpor”

TARO

xk *

yu

Passpon Carano. *

Nation=

C03005988

.

USA

“en

Surname

“XEMPLAR

TRAVELE

Given wo

ms

bet

HAPPY

-

¢

Sex

{

e

ey

1 JAN

oa

Place of Binns

oH

age

NeW YORK. Ub

Expire

NOV 2009 29 NO,

rm

are

aise oe DEP AMAMENT OF STATE

‘7

re

Same,

9g, ry

ad Y
",1
62," #

if

1?

/?

sae,

ma ~

ret oe ""

=e Oe

-—

— oe

a amet

Qa eT a ete te OF

uN

agemeneret

"" %

ha

rr
",1
63,"cd

imo)

ad

PS

ma)

Fal

A

on

oO

Se

we

ot

mH!

Ad

pare

A

aa

mse)

te

‘EB

Nach

on

74

oe

Eza

sae

a

BYys

ate

ME

a ee

a

€

sats

od

we

aa

meme

wy

—

ra

Ve

wt

25
",1
64,"fy

Ire

7 ~

S.)

sh

ergy

_ &”

es ad

NON

~~

aN

~~

N

8

A

[2]

om

8

ex

~ FEN.

SS ee

~~ Wh

Te ae

“my

mM

Me

Secee,

S OF AML.

STATES

: x PASSPORT CARD *

Passpai

¥

ay

Ww

Nationality

na

CO3005

Surname

A ER

EXEMPLA | °

Given Names

r

HAPPY

*

y""

Se:

Date of Birth

«ott

st

M

1 JAN 1981

ae

Place of Birth

Mowry,

NEW YORK. U.S.A.

:

Expires On

™

+f

AB Nov 2009

29 NOV 2017

82197. .

1-02781-0

e

wn

UNITED SOATRO DEPAMEMENT OF B

.S

“nen

eta,

9, ry

Yay

i
",1
65,"oo

wl

~

ca

om

” se

EW KY

ry

'

”

Le

4 oN

san

2

u 4

PM Oa ry

care

Be cae,

enna

can

Peano

Moweences

Ne

ff

mF

a

aR sK,

YORK

-

Ne

$

WOOL Sue uP

snumams TB

et

W =

as

cn

ons

eAmerics ry

TT DOMINI

iD

PUBLIC.

oa

CADEM A

ae

MT 2019 APs,

SEO,

ah,
",1
66,"Ure,

Ly .

ww.

a7

RS

de

vw

oS“ NS

Saas

fr

aN

SN

.8

we.

Db

ff «>

Ne

a

~ FNS

so

ey Soe

<< o

woBN ot

Sexen,

s

>

we

Xe, ea

Me.

i/o

\s

F AMERICA

“UNETED S1-

,aor

k *

Zn

~t

PASSE

vasspon Card no. *

a

ae

(503005988

Surrame

TRAVEL

EMPLAR

c

G

.

HAP

Y

Sex

BS

M

Via

of 4

Place of Butn

“be

NEW YORK, U.S.A.

Expires On

bm

‘aad “FB NOV 2009

29 NOV 2019

4-02781 6

WN upserme Gabrue DEPAMTNENT OF STATE

ae

oa

a

Cun,

""ag

Sam Brie

Tu

Uy,
",1
67,"e 4

t

Pe

ah

AME

x @

ATES -~a~ano*

as

oo at

4

care>

ea es?

=e

wee

a8

i.

exXEMP

“ae

oa

Pad

sa

ae 2b

“<*

—

a @

—

-_

ene ee

ee aE

i

“oF wpe

is

—.
",1
68,"ESTES IR a petite na

a thee

Tee

ul

Ay

\V

C

fe,

Gs

se Onder ta;

Of the United States,

a more perfect Union;

drone pte Fianigueile

promote ieee ‘Welfare, id sbeyne

Liberty to onseloes and’

conedainn andl estat

ely

af

2

hs

cart

Pr

E / FIRMA DEL TITULAR

&

if.

a

et

PASS)

ODN ATT

aS. OU

AyD

ea

iG

PA

is

Ki

fi wy

Sumame /

mi

SA

ALFA

cf

Given N:

INCA MARIA:

ity / Nationalite:/ Mg

“UNIT

ED STAT

birth / Date di

Date. 5

ec 1979

8

df.

birth / tieude fal

teh

exons

it

AS, U.S.A.“

pe

Date ofissue Date fe d

tal

Be

ss

rag

es

ota

Sais

et

be

LOS

CC

SS

Se

4<30

SS

SASS

ASSESS

Se
",1
69,"~

A

22

oN

o~

tag Nips

ai

aN

ad

Rey ~~

ei

na A

4.9

$

~~

mae

ee

“ren,

os § aww.

~

cua TB

ot

So

_

:

Soe 4

VIAJE r.

“CRA

LS edeehana

eee

ee ere al,

_) Pana

we

a!

a

ern,

aw

Pam

ye en.

ace

lee

mo

oe

ay,

on

Qe’

>

Re

iit

i el

Vy

BJ

cd

Sr, TE Ma,
",1
70,"za

fy

vee.

a

Ne:

1

NT NSE

we

wN 1

y

oS “

Ss

~N

“_

ia

Ny

~ AON

~-,

uy

ss

a *

>

~~ Ses

TA

een.

ee

> STATES OF AMERICA

~

* BASBPORT CARD *«

KRY

*

Passpon Card no. *

& Nationatty

C03005988

aN

Surname

EXEMPLAR

wees

TRAVELER

Given Names

HAPPY

ito

wee

rae

x

Date of Birr

t

1 JAN 1981

M

Place of Birth

agp

NEWYORK. U.S A

E cpires

29 NOV

a

Siow 2069

La

29g 20 parameMENT OF Te

¥ -

x

Tee,

“ay

> tee
",1
71,"UNITED KINGDOIM OF GREAT BRITAIN AND NORTHERN IRELAND.

Pass#oRT

“ypetTipe

Coderade

Passport No.N? ce parcepart

PASSEPORT

P

GBR

794234567

SurnarneANom

Gyennanestrenoms

CRANWELL

\ationaityiNationa ie

ANDREA CHARLOTTE

Date of bir Dats ca naincance

BRITISH CITIZEN

ei

O06 AUG /AOUT 69

SexBee

Place of sirt/Linu de nalssance

E

LINCOLN GBR

Date ofissuerDaw de célirerce

Autbaray/Amorté

ra

31 MAY /MAI

a9 FC

ave ofexpiytiana mexican

Homers sgnat re/Sigratne au muare

01 JUNE/JUIN O09

Po

“atc w

P<GORCRANWELL<<ANDREAXCHARLOT TE << <<< ehhh <

79125456 74GBR690B06 TFOFDED I0<<ccxexeeecccc00
",1
72,"We,

v

Sa a

a

te

nos

GG

VS

oA

NCA

™

an

~N

<<

oe

~8

te.

0D

a

rue

Y

.

+

Ae

a ON

—™

~ OX}

<_

. e

aS.

SA es

“My

“~e

c/

ay

os

Beer >

tee,

2ICA

gQUMITED

STATES | Cc.

xk *

te

*

PASSPORT Gs

tno

*

i)

Nationality

a

ne

~

USA

Ay Surname

Ss

TRAVELER

Ex

BS

Given Names

HAPPY

or

z

Sex

Dare of Birtr

M

1 JAN 1981

tft.

Place of Birth

ge

NEW YORK. U.S.A.

Expres On

ad 238 NOV 2009

29 NOV 2019

2187

1-02781.0

WU: UNE.  dbree DEPARTMENT OF STATE

ba

ss

""®tep

x

Cups

ety,

Sree

Bry

ey
",1
73,"=

Ne

—

Coen

~™ A

aa

_

~~

ene,

—

a

on

=~

tee

+. “een

Nee

| eed

so

QORSAURALD SSUASILEES LUF aft

~ thom gf

Surname

4

VIAJERO BELASIIONTERA

a

Given Kearney

\ 4;

an

ree

eed

—

eee

©Ame,. Ca ry

“ita
",1
74,"ke

cr

fa

=]

rte]

=

rare’

i

U

~=

oa

‘B-

yNiac sf

ao

om

Su

~~

ne

as

“a

”
",1
75,"CEDULA DI

REPUBLICA DE CHILE

IDENTIDAD.

SEIVICIO DE REGISTRO CIVIL E:DENTIFIZACION.

APELLDOS

we

FREDEZ

VIDAL

wonnes

MARCELA CAROLINA

HACIONALIDAG

Exo

=— =

CHILENA

F

FECHA DE NACIRENTO  SMERG DOCUMENTO

21 FES 1982

100000001

a

PRCHA DE Rentiond

FECHA DE VENCIMIENT®

1 SEP 2013

10 AGO 2023

FIRMA DELTITULAR

:

vee

deco

Nee la

RUN 12.749.625-K
",1
76,"ied

F8

F6

ne

FS

FA

us

o

ae

aT

ctf

port

Nive

ase

an *

Ase)

B _

te

= 3

ve

Alt Gr

2,

a

‘te

ve

9)

es

a 4097

us

By
",1
77,"Cid

te

xs

hd

27)

c

ea

we

EJ KY

on

An

“A Oey

cu”

a

ae,

—

enieen, ip, Macon

Sak,

Se

eae

- ie

o_o

—_

WNL, US Lup

Surname

VIAJERO 0G t AegiROINIFE RA

Atnp

Given Nanay

MM,

r

ard

=

a

Nebra:

Sembamsiedientay

New Hamp,

le

~.

New Mex,

Cry

Ame, IC

ary

REPUBLIC.

North Caro}

CADEM) A

MT 2012 A,

PS, G

FY

FOATL Ase
",1
78,"an

Gy,

ue

EW KY

ite

ia

AN

LA

uA”

erm DAN Ora

ne

senmecrs,

a

uroanorg

eral

tine

hacen

ee

YORK

soe

oon

wee dk

Ss

Surname

VIAJERO S6-LAPRONTERA

Given Nama

Nationalit

oo

“AS

Exgeies On

20 Man 3022

7e

et

a

1-080245-3

ASA

Cano

eee: es

en

s

Ame, ary

Tt DOMINK

REPUBLIC.

‘AD

BA’

Ema

MT 2012.

“Ty

AL GEo, ATLA,
",1
79,"aed

aod

aa

F6

F5

'

i

=

po

TF.

por

po

pA

a®

wit

=

ae

am

ps

| a

PNiae's

sth

at

ws

ys.

a

Fi

ae

aad

ere

C4

Fs

te

‘e,

~~

ep

Mood

te

4

srs

er

va

aad

—

=

us

tas

=

3

ig

ay

cee
",1
80,"ANS

ve

gay

Sak

woe oN

.~

<—~

hee

=

a ee

ae

~ SA

-_™

<<

~~

rm

fon

“ren

&

en 4.

aA,

on ©

-. “oe,

POURS bo

We

Surname

VIAJERO

OF LaemowtEnA.

een

PE eens,

Given aa”

ae

wes

te

aca

——&

any

we

a”

A one

Sa

pins

Ty

an

a

—

a

Ten

3

ay

ig

ekg

&Am
",1
81,"my

tre

7 x

wa.

a

an &”

«de

NOS

~S

™

fem 5.

AN.

—

N

~~

we

&

ow”

a

4

ar ee

my

yee

ne

a

“4

tn

~

*

2ICA

STATES OF /

A PASEPORT CAF.

ano. *

xe Ff

wu

eee

*

Nationality

on

na

Surname

EXEi

TRAVELER

Given Names

HAPPY

¥

x

Date of Birth

M

1 JAN 1981

¢ ¢

Piace of Binh

aM

°

NEW YORK, U.S.A

Expires On

eae

aad BEE on09

29 NOV 2019

a 07

1-02781-0

saat

uerteo

GQh Tee CEPAMTMENT OF BTATE

/

hy

""aay

Sam Sri

9, ry

Yep

tn
",1
82,"Quen

—

wa?

—

-_~ <=

TF

-

oe

~~

oe wT

. =e

-

~~

7

Surname

WAJERO

Given

apogee

pees

a

ay,

sets, Nie

eee

nes

ve,

“Amen. a ry

Mee

LC
",1
83,"*

oH

am,

Nel

19)

“ft

9/02/26

eo

L72Q1SOB7?

china eeiogre

mu

a

Wel

WORKER

an

(i im “routs rom

R, HOSSI

GAKIR. HOSSION

icy ipervommat

Fara

463004920

Tae,

92665956

PA,

tT ce mT

v4

BONER KEELE

OLTMTSOLIM ETE

Sed
",1
84,"te

- fy

>

2»

a

—_ &”

NU NRE

AN

~AN

™s

SoS

~~ Aa™N

we,

Bi

>

>

ty, &

“™

“~S

~

a Se

ED STATES OF AMERICA

at > yx

“kk MASBBPORT CARD*

a *

Nationality

Passpon Carano, *

U

C03005988

Surname

EXEMPLAR

TRAVELER

Given Names

HAPPY

ws,

Sex

Dare of Birth

e

ny

M

1 JAN 1981

ee

Place of Binh

Re

°

NEW YORK. U.S.A.

Expires On

a Mom:

29 NOV 2019

“os

‘Seat

J ABN 2009

41-62781 &

‘soos

TRE DEPARTMENT OF STATE

a

x

ekay

Urey,

te
",1
85,"ae

eee

faa

Pe PASSPORT

PASSEPORT

WNIKTED)

oe

OP A WIERICA

PASAPORTE

DST

asport No.‘No du Passeport/No de Pasaporta

USA

BABYBIRTHDATE

SumamsNonvApatdes,

Lor 7. ©

LAST NAME

oe

od

Given Names/Prénoms/Nombres.

§ FIRST NAMES HERE

& Natlonalty{Nattonalte/Nactonalidac

UNITED STATES OF AMERICA

ato of bittvDate de maissanoe/Fecta de nacimientn,

27 Oct 2013

a

Plane of bintLieu de nalssance/Lugar de nacimlanto

SauSare/Seno

CALIFORNIA, U.S.A.

-

M

oe

—-. “ ___

Date of isue/Date da délivance/Facha de axpedicion

Authorityisutontarhutordad

17 Nov 2013

United States

Date of expiration/Date dexplrationFecta de caducldad

Department of Stat

16 Nov 2018

Endorsements/Mentions spéciales/Anotaciones.

BTL

(SEE PAGE 27

Fie

ne er ett arate cet are

P < FIRST NAME < LAST NAME <<<<<<cceddddddddcdccddcd

27/10/2013 << YOUREMAIL@DOMAIN.COM <<<<<<< CITY NAME <<
",1
86,"Fass

An

AT ky

oe

a Maa,

cM

+. we

~~

Coy

~a™

“_

~~

Na é

~~

~~

eee

~NS lb

aes.

one

Bn,

ARS Co

“a,

Surname

MALE Mise 3

""%

VIAJERO

oo

Given

OF LAPRONTERA

en

V'

Nationatity

ns

a, Moran

Chem

‘ervey

“Ae.

« Teese,

a

wer

— ue

aes

> 4

Stim Sry

ane

S

ies |

|

ke

Te TEs Map

a
",1
87,"My ky

on

Cy NS

«x

ee

Ss

—N

“~

7 o.

wm ON

tN

al

ne é

~ eA

~ TS

Ye,

—

~~

me

ancy, Me,

£0.>

~

Nay

eo.

~

em

“lian

“Us Ut Be ey

uma Views

2

Surnarnie

VIAJE

siven

RO OF LARRONTERA

Nemag

Qaia of

mes

Netipaain,

= eS

on

+ wame

ee

ore eee

Ca cama iy

=

oon

bee oe

ae

oa a

-.

—

—

a

1 Py

2

oy

Ak

5 oe, oe

“Ame, ic
",1
88,"gas

+N,

VS

VN

N\ MSY

“>

™

aN

ane

8

eo

sy

& >

“2

™“y

a

~ &*

a ng

SN

as

~, &}

x_ ™'

Wr

‘STATES OF AME xICr.

ar

2ASSPOAT CARD+*

* OK

7

Masson Caan oO

Ss

SNvatwrnal by

253005588

A

USA

a

Surname

TRAVELER

Given “ates

EXEMPLAR

¥ HAPPY

Care

-

t

1 JAN |

981

-

M

ae hy

Oo

Lt

4

Prace at Sith

2

NEW YORK. US 4

‘ny

Y

Lepres on

s

-_>

019

+

Fa

“I

*36'NOV 2009 29 Nov 2

0278)

@ebtse DEPARTMENT OF eT

ATE

a 98ers

ey

Lv,

Lae:
",1
89,"aad

FUHRERSCHEIN

&

on

REPUBLIK OSTERREICH

oes

os

OOLLL DER EURGTAISCHEN GEMEIBSCHAE EN

Beanies a et

1, MUSTERFRAU

MUSTERFRAU

2. LISA

‘dake

3. 1986-01-01 GEBURTSORT

Aten IOtpeneee

4a, 2006-03-01

4b.

(Bua oe Conch

rising

fentee

fatee

a

4c. AUSSTELLENDE BEHORDE

Pataca

5. o65000c0

‘stm

eamig eras

cosets

mR ane saie

x omc

beds

hAWS

Frey

arta da

9. [AT [B

‘Seana a

oi

my
",1
90,"ee

ns

»

iC

v

a

A

om

RV gy

‘Ng we

~

“>

a

‘3

4 oN

TM anata

c 4

4

~~.

7a

a0

Dan.

Mrommccay > of, WCONORY,

eet

ce

te

en

—y

woe

YORK

we

a

ee

eae

VRRULELALL UMS EU a Oe

Surname

Merny

VIAJERO 06 t AGERE RA

Given Nemag:

von

re

Misso

«2

Nebras,

ed

wow ee

aaa

le

cd

New Hamp

ed

an

~~

ma,

New Mex

Sere

Ame, ICa

Sy

V DOMIN

REPUBLIC

oth Caroli

‘ADE,

‘Mt

Comms,

M2018 AP Ss Seog,

Hg

(SY

Pare

a
",1
91,"OF

RETA :

a0

ee nesror car

zr

~

~)

amon!

eae

TRAVELER

ww wee

¢

mn ft Oh

1 Jane 1908

Sf.

Wane tf Ore

mga YORK USA

‘SS

Se can Sahree paragemtucet
",1
92,"’ fay

Ver,

QI ry

—o”

NT NS

SNS

A>

™

AN.

SN

At

w.,,

Qo

& >

a

~~.

~, £

Se

_~

a a

OD STATES OF AMERICA

am

* BPABBPORT CARD

x *

Nationality

+e

Passpon Card no. &

USA

C03005988

~

Surname

EXEMPLAR

~~

TRAVELER

Given Names

wes

HAPPY

Cate of Sar

uy

Sex

M

1 JAN 198]

%

Place of Birth

Say MO

*

So

bet

ye

NEW YORK.US A

>

AB Nov 2009 2

NOV 28

Cas

T

my

Tae QaramrwknT oF

cM

¥-

x

‘Sp

Tay

“Ame, 'c, 3 ry

Ory

”
",1
93,"co

FQ

a)

Fe

ze

ie

5

i

Fs

aS

awe

em

wil

mse

ea.

B- ..

ate

rNiaC

—_

=

om

se

pa

ee

7

ae a

A

ie
",1
94,"OW ig Ey

es

oN

o~

~~

se

2 me

AS ~e,

aN

aed

=™

=~

ne é

~~ ON

~™

_~

axe,

~~

&

Semone

Soy

fo

=

aon me Mo

pn

wm mag

SWORD Beas Urenumiacon TB

“ey

Surname

VIAJERS OF LaBRONTERA

~—

Given

Aha

he,

nN

ew oe

Sees

wes?

ere

4 we RS

9022

etree 7

or

ee

2

ance

MO CARD

a

NORTH «,

SE

ae

Bhs Ste.

x

wait

S

)

y -

Map

es

or
",1
95,"Za

,

a

NUN

me

vN

~“S

NON

“s

‘Tom 4.

AN

SN

Nv

~S

~~

oD

oy

‘

at

FEN.

~,

Se OSS oe

~ RS}

i.

aes

oS

omy

ne

./!

Se oy

hee

er eS

STATES © ~ AMERICA

Qrarey,

PASSPORT

assport Card no.

s

u

Nationality

Cy 3005988

n

U

Surname

IPLAR

TRAVELER

me

Es

Given Names

HAPPY

Sex

Dave Fc

“y

1 JAN 198)

M

Piace of Bicth

NEW YORK. U.S.A

Expires On

ye

“9 NOV 2009 «29 NOV 2014

21-87

1-02781

useeaD

TRG DSPARTIMENT OF STATE

setts

aan

A

Aa

ra

vi)

‘Rig

aig,

me

ry

“gy
",1
96,"FUHRERSCHEIN

habe

by

MODELL DER EUROFAISCHEN UNION

|. Mag. MUSTERFRAU

Aes:

2 MARU

3. 31.12.1981 WIEN

4 18.01.2018

45.98.01,2028

4c Ausstetiende

§ 12345678

RAMS
",1
97,"_

&

9

ie

isto)

ale)

ae)

ed

oo

yw

Tt ee

aas®

a ae

ase)

aad

»

aBES

ENaC §

a

sere

Fase

ot

aia

a

ye

ay

ans

Ra

Pipes .2)

obs

mee

ei

Tee

<i

we

wiki

f.

re

re

wee

oN
",1
98,"' fy

Pre,

Sag

~

6”

~ Nags

“ ~“ aN

xa~

q =

we

my ~

Ab Pe

~8

SaaS

uD

“™

te

atk

eS

ss

a

~~

~~

_-

oN

ow

ahs

sé

~

ae.

Te

\F AMERICA

> STAT!

RO *®

*k*

*£PaaePc

Passport Cara@ no. *

¥

National

C03005988

~

a

Surname

TRAVELER

Given Nar

“EMPLAR

ms

HAPPY

Sex

Lau

aay

1 JAN

#

M

Place of Betr

“”

ey

NEW YORK, USA

Oa

Expires,

add 3S tiov 2009

29 NOV .

rr

ih!

jie DEPARTMENT OF STATE

.

nny

4:

Sime

9. ry

ad Y
",1
99,"fac]

F8

ad

F6

2

pf

PS

RS

ot

os

“ao

ont

srk

ope?

EX

w

198

oa

3B

ae

eae”

Be

Alt Gr

ae

et?

ees

a)

Lo

i

tae

aS

Fa

see

ay,

ae,

=y

br

=

iv

Le

3

PER

wee

~=

Be

b

Ne

7,

Zo
",1
100,"TES OF AMERICA 4,

PORT CAmMD*r

sabi ality

eee

Passport

USA

£03

Thane

EXEM

TRAVELER

Qiven Name

HAPPY

y

ton

Ome of Gm

t

uM

1 JAN 1961

Pione of Birth

MEW YORK. USA

‘a

Wree 2009 2

v7

rao ewrae o

araneanunt @ 6
",1
101,"imc]

a

fB

t6

a

_—

A

AN

O

re

At

E

ant

a ea!

gt

ey

we

+O

ee

B-

atk

Alt Gr

meas

Ny

Yas

uS

ua

ve

wy

oe

oe

ie

ie

a

es

ae

Shan

BOYS

o

ee

Sie

0

an

ey

ny

so

Rts

i

van

oo

a ee

we

ny

sy

y

Ry

vee

1.

a

We

se

ra
",1
102,"a

t

i

ioe)

be

ie

a

fame}

4

N

i.

eS

ray

=

SS)

U

at

ape

a4

tT

at

art

= pase

e

+O

B-

ace

Alt Gr

ae)

=

PRY

a

as

v

AY

RSS)

an

a

Th

Si

ay

oe

I

\

rake

io

a

ch,

>

a

Ri

y

ANY

wn

Uy

oo

as

roa

ay

ie

RG

Ms

Sea oe

Ye

AY

X

ow

la
",1
103,"4

~~

aw

a

on

ty

x

Pw

~—

-_~*S

wy

re

™

~

ue ¢é

ans,

~~

~~

mis,

~~

WOR oa

~ ‘

ne

aN

7

ow

mmme0,

Sours,

me

-

Surname

Menno, =

es

Steen

ee

V'

oe

Popo

_) Mun

nae,

ther

Coes,

ote

ere

22

“kh

I me,

ae.

—

Lamas SS”

ry

7%

& os,

nc

teietcy,

¥

8 Man

boy,

cy

Rig
",1
104,"—_

REPUBLICA FEDERATIVA DO BRASIL

PASSAPORTE

PASSPORT

TIPO / TYPE PAIS EMISSOR / ISSUING COUNTRY = PASSAPORTE N° / PASSPORT NO

AA000000

~

SB.VA COSTA

SQBRENOME / SURNAME

~

s

~

~

NOME / GIVEN NAMES.

OANA

NACIONALIDADE / NATIONALITY

BRASILEIRO(A)

BATA DE NASCIMENTO / DATE OF BIRTH:

IDENTIDADE N° / PERSONAL NO

10 JAN/JAN 1981

SEXO / SEX

NATURALIDADE / PLACE OF BIRTH

F

\

BRASILIA, DF

DATA DE EXPEDICAO / DATE OF ISSUE

AUToRIDADE ? AUTHORITY

15 AGO/AUG 2015

CG PINDORAMA

VALIDO ATE / DATE OF EXPIRY

14 AGO/AUG 2025

P<BRASILVA<COSTA<<JOANA<<<<< <<< << £6 <6 6 KKK K

AADQO000<0BRAB8 10 1 109F 2508 14.2 <<<<<<<<<<<<<<02
",1
105,"‘s

FO

v7

re

—

=

a

:

para

Es

UY

a

tan

ae)

B-

mee

Nees

ae

4. eae

rie

may

aS 4,

rei

ae

“3

a

mele

en ee

eg

Pe

ae

#3

¥:

ot

""y ameo AG

sees

=r

a

re

ay

Kreg

mg F

eevee

=F —

we ee!

a

a+

hy.

ez

Ea

a

me

A

at a
",1
106,". fy

ga

Sarg

~~.

6”

“NS

SNSD

i

a“

~

—_~

8

aN

aa ¢

12]

m

%

ss *

atk

een.

~, Bh

ee

oo

oN,

ay.

wey

pase

ERICA

Pa STATES .

x *

* PABSBPORT &

~

aCcardne. *

Nationality

105988

-

USA

Surname

AR @

TRAVELER

Given Names

HAPPY

%

Date of Bintn

sy

M

1 JAN 1981

Place of Bieth

'

NEW YORK, U.S.A.

Expires On

ey Pho 2009

29 NOV 2019

3-02781-0

aay

ons ai

pee Depansaunt oF Stare:

i)

ody

Uy
",1
107,"4 ose

sat

CANADA

Sona aoa

erie

sec Gesu smasion

osszo72015 ©

adecd,

Wee DELME

91/10/2023

recor eso

Sas wen bi

MULTIPLE

724208013

2 cannateveteout

a

Bs

wt

v

WORKER’

loan bined bin i AS.

sweet naar

DADE, LALET KARAYAN SHOBHA

rege

5931803

CHE:

emeomte#

FPA

99926772,

amet bctoavhan es

=

nero: comin ee

V<CANBADHE<<LAL IT<NARAY AN<SHOBHAS <<<

F5931893<31NDG704016M15 10047E7 242043
",1
108,"9

a)

ao)

aa

F5

am

0

eS

a

2

-~ ak

ps:

por

nee

| ane

ee

etr

rNice\s

4)

in

ny

iG

Seu

ans

aS

4

ns

TN

wh

rs

ak:

RY

rR

9

N

xsi

wy

wy

ee

NYG]

a

AN

oy

zi

a

th

Rist

AS

~

ny
",1
109,"tt,

kJ _-

‘e”

we

tim

~~

oN

~ S

not

~Ne

eee

~

ree,

~~

= KN

a3

>

A ee

WRSAMALL Davie.

=

IR

Surnaine

a ee 9

ms wa

VIAJERO DE LAT iN

Guan Names

Nations

od

+i

&s

mn

oy

ee

Pn

ee

Pee

el

= on
",1
110,"CANADA ®:

vi

an

eet

09/112

° 15/ 06/20 19

pecan

tea

aoe

1602555732

jaws

IMMIGRANT

Vomgae: fom oe rauniut sven aaae ‘emo

MURPoRT OU eASNRPORT

MARTIN, JOSLIN

R1609510

2 toon loosen

conte sme +

FPC

wim

42817559

15 Tara ot iN

Reratsd os nmesnencue 5

7

V<CANMARTINC<JOSLINCKKKK KKK EK KK KKK KE

R16095 ""0<7InDs60426¢F 190815416025557

——
",1
111,"a i

ao

5.

¥«

a

ao*

pasaport

cyane &

»

eae

seorr om

aet

Seton hy

603085

USA

EXEM

Surnane

TRAVELER

ae

APOY

¢

Se

tn ot

“

+ ae 1908

wat

ato

<

wv,

mca om vSA

7S Xam 2

=

ome

Lad

a

Ta

‘£
",1
112,"Sg

d Zi

fF

or

af

f

g:

a @

s OF

sth

oat CF

paseoo!

Pee ie *

ay

yreareD

ene

co3

998988

wee

Sh

EXEMP

s-

ANELER

ARP

ne tO

Jan 1981

WN

ore ot Oe

wer O

AK. Ae

Tan aR

ws

wt

SIS

atacee OOF

-)

i \

oe
",1
113,"Vv

fy

+

ky.

Sergy

+,

rT

a &~

x

oN

ts

~~

a

AN

u

a

~

~ ~

ne ONO e

~ &h

STATES OF AMERICA

* BASGBPORT CARD *

x &

He

sw

wt

Passpon Card no. *

=

Nation aiity

C03005988

”

Surname

EXEMPLAR

eo

TRAVELER

Given Names

HAPPY

rca,

Sex

Date of Birth

+

ny

1 JAN 1961

M

sf"",

Place of Berth

NEW YORK. U.S.A.

can

Expires On

‘a RP Nov 2009

29 NOV 201%

1-02781-0

SUIS Ca.

TRO DSPAMEMENT OF STATE

a

¥ -

r

""eg

4

""exe,

Uy,

i
",1
114,"wy

“4

RS

cc)

on

Gy

we

Noo”

Ea Ky

=

“oy

AN

v4

WO Oanaty

oe tne

oH.

esto

Mereecety

aw SE

—y

Manasn,

ee

1m

ORK

=

ws

Om wae’

corn

Sore raw

id

Neos

ah

ch.

$5 meus cmas up

ae

Brey

Surname

ie

pms

mo,

Ki

peat ee TT

———

ee

ABTS

Americ, ry

TI DOME

PUBLIC.

“AD,

EMta

a

as

MT 2010, APs

Stoan 4,
",1
115,"fi

y

i!

mich

ne #

stX

x35 OF

a ysko”

1.908

ene®

port

qeesEh

Wg

oh

EKEMP

[at

NEE

aves

ares

A Ber

Vs VIE

a

ee york

Yor

HON 7

pence tet

oy

UNAT SO

eraree O8F ~

AM

ii

ag
",1
116,"at

TES O

aasspe

an arene *

UNITED © ase Te

G3

ea

EXEMP

=

- &

TRAVELER

yer

= ne tO

1 JAN 196)

wat

ain~

mace to

new YORK USA

a

= ~

WON

mm 2

rere

3. pas neat

ad
",1
117,"»

fat

OF AMERICA

AROD*

= gee

1. ore re

UNITED '

AssPoRT ©

908

Sao arty

c03

«xy

USA

Surrame

EXEMP

TRAVELER

Gree Nace’

yi

HAPPY

%

Late 20 Bite

x

'

M

1 JAN 1981

Pace at an

a

NEW YORK. U $A

SS NOV 2009 27

13182197

-

UNITED GPATE

= cepanrsaunt @

ard

he

pe ad

//

7
",1
